clue	inflected stimulus	stimulus
el cuidador del edificio está en ?	el primer piso	el primer piso
? de mi casa es muy acalorado, en el segundo hace mas frio.	el primer piso	el primer piso
? Parte baja de la casa	Primer piso	el primer piso
? de los edificios se encuentra arriba de la planta baja.	El primer piso	el primer piso
? era donde se encontraba el estudio, la habitación más grande la casa; en el segundo piso estaban nuestras habitaciones, mas pequeñas.	el primero piso	el primer piso
No voy a poder subir ? porque me duele el pie.	al segundo piso	el segundo piso
Dejaré todos los paquetes aquí abajo, porque se me hace más difícil guardar los paquetes en ?	el segundo piso	el segundo piso
En el primero piso no hay apartamentos, pero en ? si.	el segundo piso	el segundo piso
los obreros trabajan en el primer piso y los capataces los supervisan mirando desde ?	el segundo piso	el segundo piso
mi gato se lanzo desde ? de mi casa y no le paso nada	el segundo piso	el segundo piso
Si vives entre el tercer piso y el primero, vives en  ? .	el segundo piso	el segundo piso
? del edificio está por encima de la primera	el segundo piso	el segundo piso
Debajo del tercer piso se encuentra ?.	El segundo piso	el segundo piso
Como ? estaba ya ocupado tuvimos que reunirnos en el primer piso.	el segundo piso	el segundo piso
Es más fácil limpiar la vajilla en ?.	el lavaplatos	el lavaplatos
Usé ? para lavar todos los platos, tanto los limpios, como los sucios.	el lavaplatos	el lavaplatos
? sirve para limpiar lo que usamos después de comer.	el lavaplatos	el lavaplatos
? no sirve, hoy tendré que lavar platos a mano.	el lavaplatos	el lavaplatos
? tiene una sección para lavar los platos y otra para secarlos	el lavaplatos	el lavaplatos
No me gusta usar el fregadero, pues usare ?	el lavaplatos	el lavaplatos
Me gusta poner la vajilla en ? para limpiarla. Es automático.	El lavaplatos	el lavaplatos
? es un electrodoméstico que sirve para preparar jugos.	la licuadora	la licuadora
Usa ? para hacer el jugo de mango que te pedí.	la licuadora	la licuadora
? sirve para preparar batidas de frutas.	la licuadora	la licuadora
Para hacer zumo usa ?	Para hacer zumo usa la licuadora.	la licuadora
? Aparato de cocina que sirve para extraer liquido de las frutas y otros alimentos.	la licuadora	la licuadora
Se usa ? para hacer batidos.	la licuadora	la licuadora
? está descompuesta, no tritura el hielo.	La licuadora	la licuadora
Puse todos los ingredientes en ? para hacer la salsa. No usé la batidora.	La licuadora	la licuadora
? que recibe como regalos de bodas, aún funciona y la utilizamos todo el tiempo para hacer batidos.	la licuadora	la licuadora
Calente la pizza en ?.	el microondas	el microondas
Se puede usar ? para cocinar algo muy rapido.	el microondas	el microondas
Es más fácil calentar la pizza en ? que en el horno.	El microondas	el microondas
Necesitaba calentar rápido mi comida, por eso usé ? de tu cocina.	el microondas	el microondas
Puedes usar ? para calentar tu comida si no te gusta el horno.	el microondas	el microondas
Para calentar la leche utilizo ?	Para calentar la leche utilizo el microondas.	el microondas
hoy en día toda cocina tiene también ?	un microondas	el microondas
Si quieres calentar comida rápidamente sin complicaciones, utiliza ?.	el microondas	el microondas
? electrodoméstico usado en la cocina para calentar o descongelar alimentos rápidamente	el microondas	el microondas
? que compramos hace un mes, ya está fallando, ni siquiera unas palomitas de maíz podemos hacer sin tener problemas.	el microondas	el microondas
No te lleves ? porque la necesito para mi ropa arrugada.	la plancha	la plancha
Planchó toda la ropa con ? casi fría.	la plancha	la plancha
Para quitar las arrugas de la camisa usas ?	Para quitar las arrugas de la camisa usas la plancha	la plancha
olvidó apagar ? y esta quemó la ropa	la plancha	la plancha
? sirve para quitar arrugas en la ropa.	La plancha	la plancha
? Electrodoméstico que desarruga la ropa	la plancha	la plancha
Susana dejo ? encendida y por poco quema la casa.	la plancha	la plancha
Para hacer surf utilizo ? de surf	la plancha	la plancha
Dejé ? encima de la camisa y se quemó.	la plancha	la plancha
Cuando compras leche, es mejor que lo pones en ? para que no se pone mal.	el refrigerador	el refrigerador
No dejes abierto ? porque se puede estropear la comida.	el refrigerador	el refrigerador
Busca un par de cervezas en ?	el refrigerador	el refrigerador
En ? puedes guardar la leche para que se mantenga fria.	el refrigerador	el refrigerador
? es donde guardamos la carne, el pescado, la leche y los vegetales.	El refrigerador	el refrigerador
Cuando quieres que tu comida sea fríado, se lo pone en ?	el refrigerador	el refrigerador
?No es la congelación, pero puede ser muy frío. No te quedes con la puerta abierta, todo el mundo se le dice	cuando los alimentos se mantienen en el interior ?, se mantendrá fresco durante muchos días	el refrigerador
No tengo bebida fría, se me estropeó ?	el refrigerador	el refrigerador
Ayer preparé el almuerzo y lo dejé en ?, solo hay que sacarlo y calentarlo	el refrigerador	el refrigerador
La ropa de algodón se encoge cuando se mete a ?.	la secadora	la secadora
Despues de usar la lavadora se usa ? .	la secadora	la secadora
Mi ropa está muy mojada, la voy a entrar en ? para ver cuando me la puedo poner.	la secadora	la secadora
? es mas facil que usar que la lavadora por que puedes mezclar diferente tipos de ropas.	La secadora	la secadora
Después limpiar la ropa, necisito usar ?	la secadora	la secadora
? sirve para secar ropa.	la secadora	la secadora
En ? se mete la ropa despues de la lavadora.	la secadora	la secadora
Mi ropa esta mojada, necesito usar ?	la secadora	la secadora
Cuando sale la ropa de la lavadora, lo que no se quema lo metes a ?.	la secadora	la secadora
? trabaja muy bien, secando toda la ropa en veinte minutos.	la secadora	la secadora
Si quieres sentarte en ? tienes que quitar los cojines.	la sala	la sala
Los mejores cuadros y muebles ponlos en ?	la sala	la sala
? espacio para colocar el sofá y otros muebles.	la sala	la sala
? en ella hay sillones y mesas	la sala	la sala
las cirugías se hace en ? de operaciones	la sala	la sala
? es la habitación de la casa en la que normalmente se encuentra la television y el sofa.	La sala	la sala
me gusta estar en ? viendo la television	la sala	la sala
? es la habitación principal de la casa.	La sala	la sala
? es el lugar de la casa donde están los sillones	La sala	la sala
Mi papá guarda su herramienta en ?.	el sótano	el sótano
? es lo más seguro para refugiarnos en esta casa, bajemos hasta que pase el ciclón.	el sótano	el sótano
Me da miedo bajar ? porque está oscuro y húmedo.	al sótano	el sótano
? es oscuro, sin ventanas y frío pero al mismo tiempo una parte favorita de la casa.	El sótano	el sótano
? es la parte que está debajo de la casa en tonde guardas las cosas que no usas.	el sótano	el sótano
? Lugar debajo de la casa en donde guardamos lo que no necesitamos	el sótano	el sótano
El ? de la casa está oscuro y húmedo.	El sótano	el sótano
Debajo de la casa hay ? por terminar	un sótano	el sótano
Los muebles que no se usan los ponemos en ? porque no tenemos ático.	El sótano	el sótano
No enciendas ? porque esa película me asusta.	el televisor	el televisor
No se ven todos los canales en ?	el televisor	el televisor
Que bonita la imagen de tu nuevo ?	televisor	el televisor
Prendre? y puedes ver a Don Francisco en su programa, Sabado Gigante.	el televisor	el televisor
? es donde vemos nuestras series favoritas	el televisor	el televisor
Cuando estás aburrido o no tienes nada que hacer, ? siempre es una buena idea para pasar el rato.	el televisor	el televisor
? sirve para ver películas, series y programas.	El televisor	el televisor
? Aparato de recepción de imágenes y sonidos a distancia.	el televisor	el televisor
Primero ? fue en blanco y negro y ahora es en color	el televisor	el televisor
Prende ? que ya empezó mi programa favorito.	El televisor	el televisor
No te subas ? porque está a punto de desplomarse.	al techo	el techo
Hay veces que pienso que ? de la casa es el mejor lugar para meditar, y por eso subo tantas veces.	el techo	el techo
?lo que esta arriba en tu casa	el techo	el techo
? es lo que cubre a la casa para evitar entre la lluvia	el techo	el techo
Cuando llueve, el agua corre por ? de la casa.	el techo	el techo
? de la casa es muy fuerte, y por eso la tormento no le hizo daño.	el techo	el techo
? Cubierta de la casa	el techo	el techo
Me entra agua de lluvia en casa por ?	el techo	el techo
Raúl no se come un pan sin meterlo en ?.	la tostadora	la tostadora
Mi madre usó ? para hacerme dos pedazos de pan tostados.	la tostadora	la tostadora
? se utiliza para tostar el pan	El tostador	la tostadora
Cuando uso ? me gusta que el pan quede casi quemado.	la tostadora	la tostadora
Deja el pan en ? hasta que se le derrita el queso.	la tostadora	la tostadora
Dejé el pan demasiado tiempo en ? y se quemó.	la tostadora	la tostadora
?se usa para dorar pan	la tostadora	la tostadora
? sirve para pan de molde y en base a una Resistencia lo tuesta	la tostadora	la tostadora
? tosta los panes por la mañana.	la tostadora	la tostadora
Un hombre yace muerto, boca abajo en el desierto. Lleva una mochila. ¿Qué ha pasado?	?Saltó de un avión, pero su paracaídas no se abrió	la tostadora
El profesor explica la clase de ?.	números ordinales	números ordinales
Dentro de los ? están el primero y el quinto.	números ordinales	números ordinales
Estos son números enteros y aquellos son ?	números ordinales	números ordinales
No mucha gente usa los ? undécimo y duodécimo.	números ordinales	números ordinales
octavo, noveno y décimo son son ?	números ordinales	números ordinales
? usado para numerar una serie ordinaria de numeros	números ordinales	números ordinales
los números de una serie son ?	números ordinales	números ordinales
? Números que indican la posición de algo en una lista.	números ordinales	números ordinales
Los ? se usan para decir los resultados de una carrera.	Números ordinales	números ordinales
Algunos ? son: 1°, 2°, 5°, 9°.	números ordinales	números ordinales
No te quiero ? porque no tengo la experiencia necesaria.	aconsejar	aconsejar
Todos están comprando el peor, le voy a ? para que sepan cuál es que tienen que comprar.	aconsejar	aconsejar
Me ? que comprara una casa pronto.	aconsejaron	aconsejar
Yo te voy ? en tu dieta, por que se que estas teniendo problemas.	aconsejar	aconsejar
Cuando te van a ? regularmente lo escuchas con atención, pero lo ignoras con intención.	aconsejar	aconsejar
el encargado de recursos humanos debe ? al personal	aconsejar	aconsejar
TENGO QUE ? bien a mi hermano sobre sus problemas	aconsejar	aconsejar
Déjate ? por quienes saben mas de la vida y estas cuestiones.	aconsejar	aconsejar
? Dar una opinión para ayudar a tomar una decisión.	aconsejar	aconsejar
El doctor me ? no salir sin chamarra al frío porque puedo enfermarme.	Aconsejó	aconsejar
Nancy se ganó la medalla de oro por que llego de ?.	primero	primer(o)
Después del ? va el segundo.	primero	primer(o)
El dicho dice: Las damas ?	primero	primer(o)
Alguna gente dice que el Lunes es el ? dia de la semana, pero de verdad es el Domingo.	primer	primer(o)
Antes de salir de la casa, tienes que cumplir tu tarea ? .	primero	primer(o)
Para correr ? hay que aprender a caminar.	Primero	primer(o)
El ? en entregar el proyecto, logró ciertos privilegios.	primero	primer(o)
El ? en llegar a la meta será el ganador de la carrera, o sea la medalla de oro es para aquel que llega en ? lugar.	primero, primer	primer(o)
Al soplar la vela del pastel voy a ? tener un coche nuevo.	desear	desear
No basta con ?, hay que buscar y conseguir.	desear	desear
Te ? buena suerte.	deseo	desear
Mirar un comercial de bebidas refrescantes en verano nos hace ? beberlas.	desear	desear
? es sentir atracción hacia alguna persona	desear	desear
no pongas comida delante mío porque yo la voy a ?	desear	desear
espero nunca ? dejarte.	desear	desear
Ella te ? un feliz cumpleaños.	desea	desear
El ? conocer el mundo, me ha hecho visitar más de 50 países.	desear	desear
Despues del primero sigue ? .	el segundo	segundo
Sesenta ? hacen un minuto.	segundos	segundo
Lo más cerca que he estado del primer lugar a sido el ? puesto.	segundo	segundo
? algunos dicen que ese lugar es el primer perdedor	segundo	segundo
Al perder el partido final se conformó con el ? lugar.	segundo	segundo
Un minuto tiene sesenta ?	segundos	segundo
El ? puesto viene despues del primero.	segundo	segundo
Primero, ?, tercero	segundo	segundo
Yo soy el ? en la linea.	segundo	segundo
El ? cantante que se presentó recibió más aplausos que el primero.	segundo	segundo
Voy a ? a la Maria, hasta el dia que se decide a ser mi novia.	esperar	esperar
No vayas a ? que te traiga un regalo.	esperar	esperar
Ella parece que no va a llegar, y ya me estoy cansando de ?	esperar	esperar
? es lo que se hace en los pasillos de los hospitales, mientras el medico llega.	esperar	esperar
cuando queremos que algo suceda lo que hacemos es ?	esperar	esperar
Cuando estás cocinando, tienes que ? a que la comida se haga.	esperar	esperar
Cuando los retrasos de vuelo lo que tienes que hacer esto	?Al hacer esto, usted está esperando a que algo venga	esperar
En el banco tuvimos que ? más de una hora para que nos atendieran.	esperar	esperar
Hay que ? pacientemente para obtener cosas buenas.	esperar	esperar
Por qué ? más para tener un bebé, si ya es hora.	esperar	esperar
Ya terminé el segundo grado ahora voy al ?.	tercero	tercer(o)
Tenía mucho calor y había comido dos helados y ahora este viene siendo el ?	tercero	tercer(o)
Mi hermano ha acabado el segundo curso, el próximo año cursará ?	Mi hermano ha acabado el segundo curso, el próximo año cursará tercero.	tercer(o)
Al llegar ? le dieron la medalla de bronce pero no estuvo contento.	tercero	tercer(o)
